1100000,1241
520015,1223
320032,1223
3250303,1246
3250304,1246
3250305,1246
3250306,1246
3250307,1246
3250308,1246
3250309,1246
3250310,1246
3250311,1246
3250312,1246
3250313,1246
3250314,1246
3250315,1246
3250316,1246
3250317,1246
3250318,1246
3250319,1246
3250320,1246
3250321,1246
3250322,1246
3250323,1246
3250324,1246
3250325,1246
3250326,1246
3250328,1246
3250329,1246
3250330,1246
3250331,1246
3250332,1246
3250333,1246
3250334,1246
3250335,1246
3250346,1246
3250373,1246
3250336,1246
3250337,1246
3250338,1246
3250339,1246
3250354,1246
3250355,1246
3250356,1246
3250361,1246
3250340,1246
3250365,1246
3250369,1246
3250341,1246
3250370,1246
3250342,1246
3250343,1246
3250366,1246
3250367,1246
3250371,1246
3250372,1246
370006,1223
1460031,1223
1260009,1223
1260043,1223
120001,1223
120002,1223
120003,1223
120004,1223
30028,1223
30032,1223
560004,1223
30056,1223
590009,1223
1080019,1223
1080020,1223
1080021,1223
1230076,1223
1790037,1223
240041,1223
460031,1223
4000094,1382
4000041,1382
4000043,1382
4000040,1382
4000031,1382
4000055,1382
4000034,1382
4000016,1382
4000014,1382
4000035,1382
550793,1235
1230066,1223
33009,1223
44558,1263
48144,1263
4000000,1270
42262,1277
42439,1277
42447,1277
42455,1277
42563,1277
42623,1277
42677,1277
42803,1277
42908,1277
42922,1277
42939,1277
43003,1277
40842,1277
40857,1277
40887,1277
41705,1277
41728,1277
48603,1277
43488,1277
43863,1277
43881,1277
43889,1277
45687,1277
45906,1277
45908,1277
45900,1277
46315,1277
49667,1277
49668,1277
1800027,1366
4450309,1274
4300106,1321
4300107,1321
4300108,1321
4300109,1321
4300110,1321
4300111,1321
4300112,1321
4300113,1321
4300114,1321
4300115,1321
4300116,1321
4300117,1321
4300118,1321
4300119,1321
550812,1231
1200079,1242
1800009,1245
1800015,1245
1800008,1245
1850956,1245
1850955,1245
1850957,1245
1850958,1245
1851028,1245
1850966,1245
1850937,1245
1850965,1245
1850981,1245
1850978,1245
1850929,1245
1850932,1245
1900019,1360
1900011,1360
1900055,1360
1900003,1360
1900035,1360
1900006,1360
1900004,1360
1900038,1360
1900016,1360
1900017,1360
1900024,1360
1900002,1360
1900005,1360
1900023,1360
1900013,1360
1900007,1360
1900009,1360
1900008,1360
1900010,1360
1900015,1360
1900037,1360
1900034,1360
1060040,1223
14309,1268
28847,1268
30462,1268
45300,1252
45304,1252
31829,1268
40243,1268
40263,1268
40265,1268
40293,1268
40464,1268
40467,1268
40478,1268
40481,1268
41210,1268
46608,1268
47090,1268
47165,1268
47167,1268
47773,1268
48495,1268
1080022,1223
1850952,1245
1850926,1245
1850927,1245
350627,1281
350628,1281
350629,1281
350630,1281
1850967,1245
1850969,1245
1850973,1245
1850980,1245
1850976,1245
1850946,1245
1850974,1245
1850972,1245
1850928,1245
1850925,1245
1850971,1245
1850935,1245
1850979,1245
4949972,1276
350625,1281
350626,1281
40121,1231
40196,1231
40201,1231
450026,1223
14000143,1223
1200069,1290
1550055,1223
1550057,1223
1870011,1223
670032,1223
1680018,1223
1200064,1242
0,1355
4700049,1325
30579,1269
44555,1263
31074,1269
46809,1231
46878,1231
46882,1231
46890,1231
46892,1231
43876,1269
46783,1231
46802,1231
46755,1231
46897,1231
46898,1231
4500000,1323
10864,1263
45478,1269
45479,1269
10672,1263
40017,1263
48305,1232
970036,1223
5291,1238
40801,1233
47353,1233
17997,1241
7587,1241
7589,1241
7609,1241
50346,1233
46104,1233
50618,1233
50619,1233
46918,1233
32961,1233
49281,1233
50162,1233
48485,1234
32498,1252
43790,1252
43794,1252
43795,1252
44367,1252
44574,1252
49092,1252
130006,1223
41502,1237
41214,1238
47337,1238
30762,1241
45686,1241
13893,1238
44241,1238
44381,1239
39329,1242
50398,1240
50388,1242
50545,1290
50546,1290
50547,1290
50548,1290
50549,1290
50550,1290
50551,1290
50553,1290
50554,1290
50556,1290
50557,1290
6241,1231
48067,1231
48075,1231
49038,1259
48103,1231
46523,1263
48107,1231
46846,1231
20152,1241
48098,1231
48099,1231
600000,1284
45663,1242
40243,1267
40263,1267
40265,1267
40293,1267
40545,1267
11543,1263
10652,1263
46377,1263
46380,1263
47029,1263
47037,1263
47038,1263
47000,1263
47004,1263
47007,1263
47008,1263
47010,1263
16256,1263
10569,1263
10578,1263
10800,1263
46966,1263
46987,1263
46993,1263
10905,1263
46962,1263
1200000,1242
29681,1272
1200014,1290
19678,1290
19683,1290
12805,1242
4000047,1318
4000000,1318
46395,1263
12821,1290
45654,1290
3250376,1246
19717,1290
50537,1290
50532,1290
50534,1290
50535,1290
50536,1290
50538,1290
50539,1290
50540,1290
50543,1290
18454,1290
29149,1244
20182,1290
28744,1290
43468,1290
48545,1290
3250374,1246
3250375,1246
30629,1244
2800000,1306
50380,1231
4000046,1318
4200023,1320
4200034,1320
4200026,1320
4200024,1320
4200037,1320
4200031,1320
4200028,1320
4200035,1320
40408,1244
1800002,1366
1800038,1366
1800013,1366
1800029,1366
1900012,1360
1900001,1360
1900014,1360
1900022,1360
1900027,1360
1900042,1360
32403,1245
32408,1245
0,1366
1910055,1360
1910064,1360
1900032,1360
1900018,1360
1900029,1360
1900020,1360
1100000,1289
700001,1285
9465,1245
15577,1246
15580,1246
32709,1246
45398,1263
47952,1246
43942,1247
1900033,1360
1900036,1360
1900039,1360
1900025,1360
1900028,1360
1900040,1360
1900031,1360
1900021,1360
43791,1246
45959,1246
47964,1270
49079,1270
50321,1272
3400000,1264
0,1352
47773,1270
50791,1270
50322,1272
50323,1272
50324,1272
50318,1272
50319,1272
50320,1272
30752,1241
7588,1241
43313,1245
43312,1245
46613,1246
46616,1246
46624,1246
46386,1263
2300068,1301
2300069,1301
3154,1246
39277,1247
9813,1247
200000,1232
1900030,1360
1900043,1360
0,1360
45766,1248
45767,1248
2300072,1301
2300073,1301
32864,1248
45690,1248
45692,1248
45696,1248
32945,1248
32861,1248
32862,1248
32863,1248
8308,1249
8309,1249
8483,1249
50418,1277
50570,1277
41268,1251
48459,1251
43914,1251
15573,1250
3500052,1313
49082,1251
32671,1251
2200000,1252
1700000,1247
46369,1263
48803,1254
4500000,1275
47021,1263
0,1347
2300074,1301
2300075,1301
19469,1253
45125,1256
30972,1256
48635,1257
44238,1257
44761,1257
44705,1257
31043,1256
44712,1257
44714,1257
32957,1256
30619,1261
44082,1261
45083,1261
47025,1263
0,1345
3250393,1262
49356,1275
46505,1263
49775,1275
49776,1275
49779,1275
49783,1275
49784,1275
15340,1260
49626,1277
49632,1277
10131,1261
49870,1261
44017,1262
45320,1262
44195,1262
43517,1262
31094,1262
40433,1262
28847,1267
31603,1267
41110,1267
43870,1267
43872,1267
43873,1267
43874,1267
43930,1267
48495,1267
44107,1345
44108,1345
50144,1263
46366,1263
50892,1271
14309,1267
18986,1267
48484,1265
30462,1267
30967,1267
31829,1267
32161,1267
44142,1265
44144,1265
49903,1265
2300011,1301
2300012,1301
2300013,1301
39624,1267
40096,1267
41106,1267
41132,1267
41148,1267
41158,1267
41177,1267
50125,1263
41191,1267
41197,1267
41198,1267
41210,1267
41212,1267
46276,1267
46296,1267
46299,1267
46585,1267
46608,1267
47090,1267
45394,1263
47165,1267
47167,1267
2300014,1301
2300015,1301
46979,1263
46975,1263
2900000,1307
1600054,1294
1600055,1294
3250296,1250
3900000,1269
48383,1271
44039,1271
44016,1271
49819,1275
4700000,1325
49061,1271
2300016,1301
2300017,1301
2300018,1301
2300019,1301
2300020,1301
40311,1272
43338,1272
47504,1272
47985,1272
41473,1272
43287,1272
26649,1272
39997,1273
46002,1273
43980,1273
30729,1272
32699,1272
45426,1273
17582,1272
200000,1280
3250369,1262
